AÑO_ACCIDENTE,MES_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2017,12,herido,Pasajero,Choque,M,4,1
2017,12,herido,Pasajero,Choque,M,45,1
2017,12,herido,Pasajero,Choque,M,54,1
2017,12,herido,Pasajero,Choque,M,58,1
2017,12,herido,Pasajero,Choque,M,60,1
2017,12,herido,Pasajero,Choque,M,63,1
2017,12,muerto,Pasajero,Caida Ocupante,F,47,1
2017,12,herido,Peaton,Atropello,F,27,1
2017,12,herido,Peaton,Atropello,F,28,1
2017,12,herido,Peaton,Atropello,F,42,1
2017,12,herido,Peaton,Atropello,F,46,1
2017,12,herido,Peaton,Atropello,F,56,1
2017,12,herido,Peaton,Atropello,F,62,1
2017,12,herido,Peaton,Atropello,F,76,1
2017,12,herido,Peaton,Atropello,M,10,1
2017,12,herido,Peaton,Atropello,M,11,1
2017,12,herido,Peaton,Atropello,M,19,2
2017,12,herido,Peaton,Atropello,M,20,1
2017,12,herido,Peaton,Atropello,M,21,1
2017,12,herido,Peaton,Atropello,M,23,1
2017,12,herido,Peaton,Atropello,M,29,1
2017,12,herido,Peaton,Atropello,M,39,1
2017,12,herido,Peaton,Atropello,M,48,1
2017,12,herido,Peaton,Atropello,M,49,1
2017,12,herido,Peaton,Atropello,M,51,1
2017,12,herido,Peaton,Atropello,M,55,1
2017,12,herido,Peaton,Atropello,M,60,1
2017,12,herido,Peaton,Atropello,M,61,1
2017,12,herido,Peaton,Atropello,M,65,2
2017,12,herido,Peaton,Atropello,M,66,3
2017,12,herido,Peaton,Atropello,M,67,1
2017,12,herido,Peaton,Atropello,M,77,2
2017,12,herido,Peaton,Atropello,M,79,1
2017,12,herido,Peaton,Atropello,M,84,1
2017,12,muerto,Peaton,Atropello,M,66,1
2018,1,herido,Acompañante,Choque,F,26,1
2018,1,herido,Acompañante,Choque,F,35,1
2018,1,herido,Acompañante,Choque,F,14,1
2018,1,herido,Acompañante,Choque,F,48,1
2018,1,herido,Acompañante,Choque,F,31,1
2018,1,herido,Acompañante,Choque,F,59,2
2018,1,herido,Acompañante,Choque,F,27,1
2018,1,herido,Acompañante,Choque,F,36,1
2018,1,herido,Acompañante,Choque,F,34,2
2018,1,herido,Acompañante,Choque,F,45,2
2018,1,herido,Acompañante,Choque,M,24,3
2018,1,herido,Acompañante,Choque,M,32,1
2018,1,herido,Acompañante,Choque,M,52,1
2018,1,herido,Acompañante,Choque,M,35,1
2018,1,herido,Acompañante,Choque,M,23,1
2018,1,herido,Acompañante,Choque,M,40,1
2018,1,herido,Acompañante,Choque,M,48,2
2018,1,herido,Acompañante,Choque,M,29,1
2018,1,herido,Acompañante,Choque,M,30,1
2018,1,herido,Acompañante,Choque,M,20,1
2018,1,herido,Acompañante,Choque,M,9,1
2018,1,herido,Acompañante,Choque,M,15,1
2018,1,herido,Acompañante,Choque,M,27,4
2018,1,herido,Acompañante,Choque,M,28,2
2018,1,herido,Acompañante,Choque,M,36,1
2018,1,herido,Acompañante,Choque,M,60,1
2018,1,herido,Acompañante,Choque,M,8,1
2018,1,herido,Acompañante,Choque,M,47,1
2018,1,herido,Ciclista,Choque,F,46,1
2018,1,herido,Ciclista,Choque,M,24,1
2018,1,herido,Ciclista,Choque,M,19,1
2018,1,herido,Ciclista,Choque,M,38,1
2018,1,herido,Ciclista,Choque,M,28,1
2018,1,herido,Ciclista,Choque,M,60,1
2018,1,herido,Conductor,Choque,F,32,1
2018,1,herido,Conductor,Choque,F,52,1
2018,1,herido,Conductor,Choque,F,51,1
2018,1,herido,Conductor,Choque,F,59,1
2018,1,herido,Conductor,Choque,F,57,1
2018,1,herido,Conductor,Choque,M,32,1
2018,1,herido,Conductor,Choque,M,26,1
2018,1,herido,Conductor,Choque,M,41,2
2018,1,herido,Conductor,Choque,M,35,1
2018,1,herido,Conductor,Choque,M,46,2
2018,1,herido,Conductor,Choque,M,38,1
2018,1,herido,Conductor,Choque,M,23,1
2018,1,herido,Conductor,Choque,M,65,1
2018,1,herido,Conductor,Choque,M,39,2
2018,1,herido,Conductor,Choque,M,48,1
2018,1,herido,Conductor,Choque,M,29,1
2018,1,herido,Conductor,Choque,M,30,1
2018,1,herido,Conductor,Choque,M,20,1
2018,1,herido,Conductor,Choque,M,27,1
2018,1,herido,Conductor,Choque,M,28,1
2018,1,herido,Conductor,Choque,M,53,1
2018,1,herido,Conductor,Choque,M,42,1
2018,1,herido,Conductor,Choque,M,55,1
2018,1,herido,Conductor,Choque,M,43,1
2018,1,herido,Conductor,Choque,M,47,1
2018,1,herido,Motociclista,Atropello,M,32,1
2018,1,herido,Motociclista,Atropello,M,38,1
2018,1,herido,Motociclista,Atropello,M,33,1
2018,1,herido,Motociclista,Atropello,M,31,1
2018,1,herido,Motociclista,Atropello,M,59,1
2018,1,herido,Motociclista,Atropello,M,28,1
2018,1,herido,Motociclista,Atropello,M,43,1
2018,1,herido,Motociclista,Choque,F,26,1
2018,1,herido,Motociclista,Choque,F,41,1
2018,1,herido,Motociclista,Choque,F,37,1
2018,1,herido,Motociclista,Choque,F,25,2
2018,1,herido,Motociclista,Choque,F,34,2
2018,1,herido,Motociclista,Choque,F,45,1
2018,1,herido,Motociclista,Choque,M,24,2
2018,1,herido,Motociclista,Choque,M,32,3
2018,1,herido,Motociclista,Choque,M,19,1
2018,1,herido,Motociclista,Choque,M,21,2
2018,1,herido,Motociclista,Choque,M,26,2
2018,1,herido,Motociclista,Choque,M,41,1
2018,1,herido,Motociclista,Choque,M,50,1
2018,1,herido,Motociclista,Choque,M,51,1
2018,1,herido,Motociclista,Choque,M,35,1
2018,1,herido,Motociclista,Choque,M,46,1
2018,1,herido,Motociclista,Choque,M,38,1
2018,1,herido,Motociclista,Choque,M,37,1
2018,1,herido,Motociclista,Choque,M,23,2
2018,1,herido,Motociclista,Choque,M,39,2
2018,1,herido,Motociclista,Choque,M,40,1
2018,1,herido,Motociclista,Choque,M,48,2
2018,1,herido,Motociclista,Choque,M,29,5
2018,1,herido,Motociclista,Choque,M,56,1
2018,1,herido,Motociclista,Choque,M,44,2
2018,1,herido,Motociclista,Choque,M,33,1
2018,1,herido,Motociclista,Choque,M,30,4
2018,1,herido,Motociclista,Choque,M,20,2
2018,1,herido,Motociclista,Choque,M,31,4
2018,1,herido,Motociclista,Choque,M,27,3
2018,1,herido,Motociclista,Choque,M,49,2
2018,1,herido,Motociclista,Choque,M,28,4
2018,1,herido,Motociclista,Choque,M,36,2
2018,1,herido,Motociclista,Choque,M,53,1
2018,1,herido,Motociclista,Choque,M,25,1
2018,1,herido,Motociclista,Choque,M,34,2
2018,1,herido,Motociclista,Choque,M,55,1
2018,1,herido,Motociclista,Choque,M,54,1
2018,1,herido,Motociclista,Choque,M,47,1
2018,1,muerto,Motociclista,Choque,M,41,1
2018,1,muerto,Motociclista,Choque,M,50,1
2018,1,herido,Pasajero,Atropello,M,22,1
2018,1,herido,Pasajero,Caida Ocupante,M,21,1
2018,1,herido,Pasajero,Caida Ocupante,M,20,1
2018,1,herido,Pasajero,Choque,F,24,1
2018,1,herido,Pasajero,Choque,F,21,1
2018,1,herido,Pasajero,Choque,F,22,1
2018,1,herido,Pasajero,Choque,F,23,1
2018,1,herido,Pasajero,Choque,F,40,1
2018,1,herido,Pasajero,Choque,F,48,1
2018,1,herido,Pasajero,Choque,F,33,1
2018,1,herido,Pasajero,Choque,F,30,1
2018,1,herido,Pasajero,Choque,F,59,1
2018,1,herido,Pasajero,Choque,F,49,1
2018,1,herido,Pasajero,Choque,F,28,1
2018,1,herido,Pasajero,Choque,F,60,1
2018,1,herido,Pasajero,Choque,F,80,1
2018,1,herido,Pasajero,Choque,M,24,1
2018,1,herido,Pasajero,Choque,M,21,1
2018,1,herido,Pasajero,Choque,M,35,1
2018,1,herido,Pasajero,Choque,M,46,1
2018,1,herido,Pasajero,Choque,M,22,1
2018,1,herido,Pasajero,Choque,M,37,1
2018,1,herido,Pasajero,Choque,M,23,2
2018,1,herido,Pasajero,Choque,M,40,3
2018,1,herido,Pasajero,Choque,M,58,1
2018,1,herido,Pasajero,Choque,M,29,1
2018,1,herido,Pasajero,Choque,M,44,1
2018,1,herido,Pasajero,Choque,M,30,1
2018,1,herido,Pasajero,Choque,M,20,1
2018,1,herido,Pasajero,Choque,M,9,1
2018,1,herido,Pasajero,Choque,M,60,1
2018,1,herido,Pasajero,Choque,M,25,1
2018,1,herido,Pasajero,Choque,M,34,1
2018,1,herido,Pasajero,Choque,M,55,3
2018,1,herido,Pasajero,Choque,M,70,1
2018,1,herido,Pasajero,Choque,M,43,1
2018,1,herido,Pasajero,Choque,M,57,1
2018,1,herido,Pasajero,Choque,M,17,1
2018,1,herido,Peaton,Atropello,F,35,1
2018,1,herido,Peaton,Atropello,F,48,1
2018,1,herido,Peaton,Atropello,F,33,1
2018,1,herido,Peaton,Atropello,F,20,1
2018,1,herido,Peaton,Atropello,F,15,1
2018,1,herido,Peaton,Atropello,M,26,1
2018,1,herido,Peaton,Atropello,M,41,2
2018,1,herido,Peaton,Atropello,M,50,1
2018,1,herido,Peaton,Atropello,M,51,1
2018,1,herido,Peaton,Atropello,M,35,1
2018,1,herido,Peaton,Atropello,M,77,1
2018,1,herido,Peaton,Atropello,M,65,2
2018,1,herido,Peaton,Atropello,M,58,1
2018,1,herido,Peaton,Atropello,M,30,1
2018,1,herido,Peaton,Atropello,M,20,1
2018,1,herido,Peaton,Atropello,M,63,2
2018,1,herido,Peaton,Atropello,M,49,1
2018,1,herido,Peaton,Atropello,M,25,1
2018,1,herido,Peaton,Atropello,M,70,1
2018,1,herido,Peaton,Atropello,M,12,1
2018,1,muerto,Peaton,Atropello,M,41,1
2018,1,muerto,Peaton,Atropello,M,76,1
2018,2,herido,Acompañante,Choque,F,26,1
2018,2,herido,Acompañante,Choque,F,35,1
2018,2,herido,Acompañante,Choque,F,37,2
2018,2,herido,Acompañante,Choque,F,23,1
2018,2,herido,Acompañante,Choque,F,29,1
2018,2,herido,Acompañante,Choque,F,27,2
2018,2,herido,Acompañante,Choque,F,43,1
2018,2,herido,Acompañante,Choque,M,32,1
2018,2,herido,Acompañante,Choque,M,19,2
2018,2,herido,Acompañante,Choque,M,26,1
2018,2,herido,Acompañante,Choque,M,41,1
2018,2,herido,Acompañante,Choque,M,51,1
2018,2,herido,Acompañante,Choque,M,22,2
2018,2,herido,Acompañante,Choque,M,14,1
2018,2,herido,Acompañante,Choque,M,38,1
2018,2,herido,Acompañante,Choque,M,37,1
2018,2,herido,Acompañante,Choque,M,39,1
2018,2,herido,Acompañante,Choque,M,29,1
2018,2,herido,Acompañante,Choque,M,56,1
2018,2,herido,Acompañante,Choque,M,30,1
2018,2,herido,Acompañante,Choque,M,20,1
2018,2,herido,Acompañante,Choque,M,27,1
2018,2,herido,Acompañante,Choque,M,36,1
2018,2,herido,Acompañante,Choque,M,42,1
2018,2,herido,Acompañante,Choque,M,45,1
2018,2,herido,Ciclista,Choque,F,63,1
2018,2,herido,Ciclista,Choque,M,63,1
2018,2,herido,Ciclista,Choque,M,55,1
2018,2,muerto,Ciclista,Choque,M,40,1
2018,2,herido,Conductor,Atropello,M,46,1
2018,2,herido,Conductor,Choque,F,37,1
2018,2,herido,Conductor,Choque,M,50,1
2018,2,herido,Conductor,Choque,M,51,1
2018,2,herido,Conductor,Choque,M,38,1
2018,2,herido,Conductor,Choque,M,37,1
2018,2,herido,Conductor,Choque,M,23,1
2018,2,herido,Conductor,Choque,M,58,1
2018,2,herido,Conductor,Choque,M,30,1
2018,2,herido,Conductor,Choque,M,31,1
2018,2,herido,Conductor,Choque,M,59,1
2018,2,herido,Conductor,Choque,M,27,1
2018,2,herido,Conductor,Choque,M,25,1
2018,2,herido,Conductor,Choque,M,42,1
2018,2,herido,Conductor,Choque,M,43,1
2018,2,herido,Conductor,Volcamiento,M,19,1
2018,2,herido,Conductor,Volcamiento,M,52,1
2018,2,herido,Motociclista,Atropello,M,26,1
2018,2,herido,Motociclista,Atropello,M,41,1
2018,2,herido,Motociclista,Atropello,M,25,1
2018,2,herido,Motociclista,Choque,F,37,1
2018,2,herido,Motociclista,Choque,F,49,1
2018,2,herido,Motociclista,Choque,F,36,1
2018,2,herido,Motociclista,Choque,M,24,4
2018,2,herido,Motociclista,Choque,M,32,3
2018,2,herido,Motociclista,Choque,M,19,2
2018,2,herido,Motociclista,Choque,M,13,1
2018,2,herido,Motociclista,Choque,M,26,2
2018,2,herido,Motociclista,Choque,M,52,1
2018,2,herido,Motociclista,Choque,M,41,2
2018,2,herido,Motociclista,Choque,M,35,2
2018,2,herido,Motociclista,Choque,M,22,2
2018,2,herido,Motociclista,Choque,M,38,3
2018,2,herido,Motociclista,Choque,M,37,2
2018,2,herido,Motociclista,Choque,M,23,4
2018,2,herido,Motociclista,Choque,M,39,2
2018,2,herido,Motociclista,Choque,M,40,2
2018,2,herido,Motociclista,Choque,M,48,1
2018,2,herido,Motociclista,Choque,M,44,2
2018,2,herido,Motociclista,Choque,M,33,1
2018,2,herido,Motociclista,Choque,M,30,2
2018,2,herido,Motociclista,Choque,M,20,1
2018,2,herido,Motociclista,Choque,M,31,2
2018,2,herido,Motociclista,Choque,M,59,1
2018,2,herido,Motociclista,Choque,M,27,3
2018,2,herido,Motociclista,Choque,M,28,3
2018,2,herido,Motociclista,Choque,M,36,3
2018,2,herido,Motociclista,Choque,M,60,1
2018,2,herido,Motociclista,Choque,M,25,5
2018,2,herido,Motociclista,Choque,M,42,1
2018,2,herido,Motociclista,Choque,M,34,4
2018,2,herido,Motociclista,Choque,M,43,1
2018,2,herido,Motociclista,Choque,M,57,2
2018,2,herido,Motociclista,Otro,F,29,1
2018,2,muerto,Motociclista,Choque,M,34,1
2018,2,herido,Pasajero,Caida Ocupante,F,59,1
2018,2,herido,Pasajero,Caida Ocupante,F,61,1
2018,2,herido,Pasajero,Caida Ocupante,M,69,1
2018,2,herido,Pasajero,Caida Ocupante,M,85,1
2018,2,herido,Pasajero,Choque,F,40,1
2018,2,herido,Pasajero,Choque,F,58,1
2018,2,herido,Pasajero,Choque,F,27,1
2018,2,herido,Pasajero,Choque,M,24,1
2018,2,herido,Pasajero,Choque,M,32,1
2018,2,herido,Pasajero,Choque,M,21,1
2018,2,herido,Pasajero,Choque,M,35,1
2018,2,herido,Pasajero,Choque,M,22,3
2018,2,herido,Pasajero,Choque,M,23,1
2018,2,herido,Pasajero,Choque,M,58,1
2018,2,herido,Pasajero,Choque,M,20,1
2018,2,herido,Pasajero,Choque,M,31,2
2018,2,herido,Pasajero,Choque,M,49,1
2018,2,herido,Pasajero,Choque,M,18,1
2018,2,herido,Pasajero,Choque,M,57,1
2018,2,herido,Pasajero,Choque,M,17,1
2018,2,herido,Pasajero,Choque,M,100,1
2018,2,muerto,Pasajero,Volcamiento,M,50,1
2018,2,herido,Peaton,Atropello,F,48,2
2018,2,herido,Peaton,Atropello,F,16,1
2018,2,herido,Peaton,Atropello,F,20,1
2018,2,herido,Peaton,Atropello,F,31,1
2018,2,herido,Peaton,Atropello,F,7,1
2018,2,herido,Peaton,Atropello,M,13,1
2018,2,herido,Peaton,Atropello,M,21,1
2018,2,herido,Peaton,Atropello,M,16,1
2018,2,herido,Peaton,Atropello,M,33,3
2018,2,herido,Peaton,Atropello,M,31,1
2018,2,herido,Peaton,Atropello,M,36,1
2018,2,herido,Peaton,Atropello,M,2020,1
2018,2,herido,Peaton,Atropello,M,67,1
2018,2,herido,Peaton,Atropello,M,42,1
2018,2,herido,Peaton,Atropello,M,71,1
2018,2,herido,Peaton,Atropello,M,73,1
2018,2,herido,Peaton,Atropello,M,80,1
2018,2,herido,Peaton,Atropello,M,70,1
2018,2,herido,Peaton,Atropello,M,84,1
2018,2,herido,Peaton,Atropello,M,92,1
2018,2,herido,Peaton,Choque,F,23,1
2018,2,herido,Peaton,Choque,F,65,1
2018,2,herido,Peaton,Choque,M,24,1
2018,2,herido,Peaton,Choque,M,29,1
2018,2,herido,Peaton,Choque,M,36,1
2018,2,herido,Peaton,Choque,M,3,1
2018,3,herido,Acompañante,Atropello,M,40,1
2018,3,herido,Acompañante,Choque,F,24,1
2018,3,herido,Acompañante,Choque,F,32,1
2018,3,herido,Acompañante,Choque,F,21,3
2018,3,herido,Acompañante,Choque,F,14,1
2018,3,herido,Acompañante,Choque,F,39,1
2018,3,herido,Acompañante,Choque,F,20,1
2018,3,herido,Acompañante,Choque,F,31,1
2018,3,herido,Acompañante,Choque,F,15,1
2018,3,herido,Acompañante,Choque,F,27,1
2018,3,herido,Acompañante,Choque,F,34,1
2018,3,herido,Acompañante,Choque,F,54,1
2018,3,herido,Acompañante,Choque,F,43,1
2018,3,herido,Acompañante,Choque,M,24,2
2018,3,herido,Acompañante,Choque,M,26,3
2018,3,herido,Acompañante,Choque,M,37,1
2018,3,herido,Acompañante,Choque,M,29,1
2018,3,herido,Acompañante,Choque,M,16,1
2018,3,herido,Acompañante,Choque,M,44,1
2018,3,herido,Acompañante,Choque,M,27,2
2018,3,herido,Acompañante,Choque,M,49,1
2018,3,herido,Acompañante,Choque,M,28,1
2018,3,herido,Acompañante,Choque,M,25,1
2018,3,herido,Acompañante,Choque,M,11,1
2018,3,herido,Acompañante,Choque,M,43,1
2018,3,herido,Acompañante,Choque,M,45,1
2018,3,herido,Acompañante,Choque,M,57,1
2018,3,herido,Acompañante,Volcamiento,M,20,1
2018,3,herido,Ciclista,Choque,M,24,1
2018,3,herido,Ciclista,Choque,M,32,1
2018,3,herido,Ciclista,Choque,M,21,1
2018,3,herido,Ciclista,Choque,M,41,1
2018,3,herido,Ciclista,Choque,M,14,1
2018,3,herido,Ciclista,Choque,M,59,1
2018,3,herido,Ciclista,Choque,M,27,1
2018,3,herido,Ciclista,Choque,M,49,1
2018,3,herido,Ciclista,Choque,M,18,2
2018,3,muerto,Ciclista,Choque,M,45,1
2018,3,herido,Conductor,Choque,F,23,1
2018,3,herido,Conductor,Choque,F,31,1
2018,3,herido,Conductor,Choque,F,53,1
2018,3,herido,Conductor,Choque,M,32,1
2018,3,herido,Conductor,Choque,M,41,1
2018,3,herido,Conductor,Choque,M,51,1
2018,3,herido,Conductor,Choque,M,37,1
2018,3,herido,Conductor,Choque,M,23,3
2018,3,herido,Conductor,Choque,M,64,1
2018,3,herido,Conductor,Choque,M,39,1
2018,3,herido,Conductor,Choque,M,58,1
2018,3,herido,Conductor,Choque,M,29,2
2018,3,herido,Conductor,Choque,M,33,1
2018,3,herido,Conductor,Choque,M,31,1
2018,3,herido,Conductor,Choque,M,49,1
2018,3,herido,Conductor,Choque,M,28,1
2018,3,herido,Conductor,Choque,M,61,1
2018,3,herido,Conductor,Choque,M,25,1
2018,3,herido,Conductor,Choque,M,69,1
2018,3,herido,Motociclista,Atropello,M,44,1
2018,3,herido,Motociclista,Atropello,M,30,1
2018,3,herido,Motociclista,Atropello,M,25,2
2018,3,herido,Motociclista,Choque,F,35,1
2018,3,herido,Motociclista,Choque,F,37,2
2018,3,herido,Motociclista,Choque,F,33,2
2018,3,herido,Motociclista,Choque,F,20,1
2018,3,herido,Motociclista,Choque,F,31,1
2018,3,herido,Motociclista,Choque,F,54,1
2018,3,herido,Motociclista,Choque,M,24,6
2018,3,herido,Motociclista,Choque,M,32,4
2018,3,herido,Motociclista,Choque,M,21,4
2018,3,herido,Motociclista,Choque,M,26,5
2018,3,herido,Motociclista,Choque,M,41,2
2018,3,herido,Motociclista,Choque,M,50,2
2018,3,herido,Motociclista,Choque,M,51,1
2018,3,herido,Motociclista,Choque,M,35,2
2018,3,herido,Motociclista,Choque,M,22,2
2018,3,herido,Motociclista,Choque,M,38,6
2018,3,herido,Motociclista,Choque,M,23,4
2018,3,herido,Motociclista,Choque,M,39,2
2018,3,herido,Motociclista,Choque,M,40,6
2018,3,herido,Motociclista,Choque,M,29,5
2018,3,herido,Motociclista,Choque,M,44,3
2018,3,herido,Motociclista,Choque,M,33,2
2018,3,herido,Motociclista,Choque,M,30,4
2018,3,herido,Motociclista,Choque,M,20,2
2018,3,herido,Motociclista,Choque,M,31,2
2018,3,herido,Motociclista,Choque,M,59,1
2018,3,herido,Motociclista,Choque,M,27,6
2018,3,herido,Motociclista,Choque,M,49,1
2018,3,herido,Motociclista,Choque,M,28,4
2018,3,herido,Motociclista,Choque,M,25,1
2018,3,herido,Motociclista,Choque,M,34,1
2018,3,herido,Motociclista,Choque,M,62,1
2018,3,herido,Motociclista,Choque,M,18,1
2018,3,herido,Motociclista,Choque,M,43,1
2018,3,herido,Motociclista,Choque,M,45,1
2018,3,herido,Motociclista,Choque,M,47,2
2018,3,herido,Motociclista,Choque,M,17,1
2018,3,herido,Pasajero,Atropello,F,65,1
2018,3,herido,Pasajero,Atropello,M,23,1
2018,3,herido,Pasajero,Atropello,M,48,1
2018,3,herido,Pasajero,Atropello,M,33,1
2018,3,herido,Pasajero,Caida Ocupante,F,70,1
2018,3,herido,Pasajero,Caida Ocupante,F,79,1
2018,3,herido,Pasajero,Caida Ocupante,M,30,1
2018,3,herido,Pasajero,Choque,F,26,1
2018,3,herido,Pasajero,Choque,F,52,1
2018,3,herido,Pasajero,Choque,F,41,1
2018,3,herido,Pasajero,Choque,F,51,1
2018,3,herido,Pasajero,Choque,F,46,1
2018,3,herido,Pasajero,Choque,F,22,2
2018,3,herido,Pasajero,Choque,F,38,1
2018,3,herido,Pasajero,Choque,F,23,2
2018,3,herido,Pasajero,Choque,F,48,1
2018,3,herido,Pasajero,Choque,F,58,1
2018,3,herido,Pasajero,Choque,F,33,2
2018,3,herido,Pasajero,Choque,F,63,1
2018,3,herido,Pasajero,Choque,F,59,1
2018,3,herido,Pasajero,Choque,F,60,1
2018,3,herido,Pasajero,Choque,F,42,1
2018,3,herido,Pasajero,Choque,F,18,2
2018,3,herido,Pasajero,Choque,F,43,2
2018,3,herido,Pasajero,Choque,F,68,1
2018,3,herido,Pasajero,Choque,M,24,1
2018,3,herido,Pasajero,Choque,M,41,1
2018,3,herido,Pasajero,Choque,M,46,1
2018,3,herido,Pasajero,Choque,M,23,2
2018,3,herido,Pasajero,Choque,M,64,1
2018,3,herido,Pasajero,Choque,M,39,1
2018,3,herido,Pasajero,Choque,M,48,1
2018,3,herido,Pasajero,Choque,M,29,1
2018,3,herido,Pasajero,Choque,M,56,1
2018,3,herido,Pasajero,Choque,M,16,2
2018,3,herido,Pasajero,Choque,M,33,1
2018,3,herido,Pasajero,Choque,M,30,1
2018,3,herido,Pasajero,Choque,M,20,1
2018,3,herido,Pasajero,Choque,M,63,1
2018,3,herido,Pasajero,Choque,M,60,1
2018,3,herido,Pasajero,Choque,M,71,1
2018,3,herido,Pasajero,Choque,M,18,1
2018,3,herido,Pasajero,Choque,M,2,1
2018,3,herido,Pasajero,Choque,M,68,1
2018,3,herido,Pasajero,Choque,M,81,1
2018,3,herido,Peaton,Atropello,F,41,1
2018,3,herido,Peaton,Atropello,F,20,1
2018,3,herido,Peaton,Atropello,F,28,1
2018,3,herido,Peaton,Atropello,M,37,1
2018,3,herido,Peaton,Atropello,M,65,1
2018,3,herido,Peaton,Atropello,M,64,1
2018,3,herido,Peaton,Atropello,M,29,1
2018,3,herido,Peaton,Atropello,M,59,1
2018,3,herido,Peaton,Atropello,M,36,1
2018,3,herido,Peaton,Atropello,M,78,1
2018,3,herido,Peaton,Atropello,M,67,1
2018,3,herido,Peaton,Atropello,M,47,1
2018,3,herido,Peaton,Atropello,M,5,1
2018,3,herido,Peaton,Atropello,M,57,1
2018,3,herido,Peaton,Atropello,M,90,1
2018,3,herido,Peaton,Choque,F,33,1
2018,3,muerto,Peaton,Atropello,F,20,1
2018,3,muerto,Peaton,Atropello,M,41,2
2018,3,muerto,Peaton,Atropello,M,72,1
2018,4,herido,Acompañante,Atropello,F,32,1
2018,4,herido,Acompañante,Atropello,M,44,1
2018,4,herido,Acompañante,Choque,F,32,2
2018,4,herido,Acompañante,Choque,F,26,2
2018,4,herido,Acompañante,Choque,F,50,1
2018,4,herido,Acompañante,Choque,F,35,2
2018,4,herido,Acompañante,Choque,F,22,1
2018,4,herido,Acompañante,Choque,F,38,1
2018,4,herido,Acompañante,Choque,F,37,1
2018,4,herido,Acompañante,Choque,F,23,1
2018,4,herido,Acompañante,Choque,F,40,1
2018,4,herido,Acompañante,Choque,F,20,1
2018,4,herido,Acompañante,Choque,F,27,1
2018,4,herido,Acompañante,Choque,F,60,1
2018,4,herido,Acompañante,Choque,F,42,2
2018,4,herido,Acompañante,Choque,F,18,1
2018,4,herido,Acompañante,Choque,M,13,1
2018,4,herido,Acompañante,Choque,M,41,1
2018,4,herido,Acompañante,Choque,M,22,1
2018,4,herido,Acompañante,Choque,M,38,1
2018,4,herido,Acompañante,Choque,M,37,1
2018,4,herido,Acompañante,Choque,M,39,1
2018,4,herido,Acompañante,Choque,M,40,1
2018,4,herido,Acompañante,Choque,M,29,2
2018,4,herido,Acompañante,Choque,M,16,1
2018,4,herido,Acompañante,Choque,M,44,2
2018,4,herido,Acompañante,Choque,M,33,1
2018,4,herido,Acompañante,Choque,M,30,1
2018,4,herido,Acompañante,Choque,M,20,4
2018,4,herido,Acompañante,Choque,M,15,1
2018,4,herido,Acompañante,Choque,M,28,1
2018,4,herido,Acompañante,Choque,M,7,1
2018,4,herido,Acompañante,Choque,M,11,1
2018,4,herido,Acompañante,Choque,M,8,1
2018,4,herido,Acompañante,Choque,M,5,1
2018,4,herido,Acompañante,Choque,M,17,2
2018,4,herido,Acompañante,Otro,F,21,1
2018,4,herido,Acompañante,Otro,M,27,1
2018,4,herido,Acompañante,Volcamiento,F,19,1
2018,4,herido,Acompañante,Volcamiento,F,20,1
2018,4,herido,Ciclista,Choque,M,19,1
2018,4,herido,Ciclista,Choque,M,21,1
2018,4,herido,Ciclista,Choque,M,29,1
2018,4,herido,Ciclista,Choque,M,20,1
2018,4,herido,Ciclista,Choque,M,61,2
2018,4,muerto,Ciclista,Choque,M,36,1
2018,4,herido,Conductor,Atropello,M,66,1
2018,4,herido,Conductor,Choque,F,42,1
2018,4,herido,Conductor,Choque,F,34,1
2018,4,herido,Conductor,Choque,F,69,1
2018,4,herido,Conductor,Choque,M,32,1
2018,4,herido,Conductor,Choque,M,21,1
2018,4,herido,Conductor,Choque,M,26,2
2018,4,herido,Conductor,Choque,M,35,1
2018,4,herido,Conductor,Choque,M,46,2
2018,4,herido,Conductor,Choque,M,38,1
2018,4,herido,Conductor,Choque,M,40,1
2018,4,herido,Conductor,Choque,M,33,1
2018,4,herido,Conductor,Choque,M,30,1
2018,4,herido,Conductor,Choque,M,63,1
2018,4,herido,Conductor,Choque,M,36,1
2018,4,herido,Conductor,Choque,M,53,1
2018,4,herido,Conductor,Choque,M,42,1
2018,4,herido,Conductor,Choque,M,34,2
2018,4,herido,Conductor,Choque,M,55,1
2018,4,herido,Conductor,Choque,M,57,1
2018,4,herido,Conductor,Choque,M,68,1
2018,4,herido,Conductor,Volcamiento,F,37,1
2018,4,herido,Motociclista,Atropello,M,21,1
2018,4,herido,Motociclista,Atropello,M,16,1
2018,4,herido,Motociclista,Atropello,M,30,1
2018,4,herido,Motociclista,Caida Ocupante,M,26,1
2018,4,herido,Motociclista,Choque,F,24,1
2018,4,herido,Motociclista,Choque,F,32,1
2018,4,herido,Motociclista,Choque,F,52,1
2018,4,herido,Motociclista,Choque,F,33,1
2018,4,herido,Motociclista,Choque,F,30,2
2018,4,herido,Motociclista,Choque,F,59,1
2018,4,herido,Motociclista,Choque,F,60,1
2018,4,herido,Motociclista,Choque,F,2020,1
2018,4,herido,Motociclista,Choque,M,24,3
2018,4,herido,Motociclista,Choque,M,32,2
